,0,1,2,3,4,5,6
Columns,Rank,Win Ratio,AdjEM,AdjO,AdjD,AdjT,Luck
Ohio St.,1,0.918918918918919,+33.47,125.0,91.5,63.8,+.031
Duke,2,0.8648648648648649,+28.42,119.7,91.3,68.6,+.017
Kansas,3,0.9210526315789473,+28.38,118.9,90.6,68.4,+.060
Pittsburgh,4,0.8235294117647058,+27.08,120.6,93.5,61.8,-.023
Texas,5,0.7777777777777778,+25.93,115.5,89.6,65.5,-.058
Wisconsin,6,0.7352941176470589,+25.84,122.3,96.5,56.9,-.003
Kentucky,7,0.7631578947368421,+25.82,117.8,92.0,65.0,-.044
San Diego St.,8,0.918918918918919,+24.98,114.1,89.1,62.3,+.059
Purdue,9,0.7647058823529411,+24.79,115.9,91.1,66.0,+.007
Connecticut,10,0.7804878048780488,+23.93,115.8,91.9,64.5,+.048
Notre Dame,11,0.7941176470588235,+23.25,120.9,97.7,63.1,+.074
BYU,12,0.8648648648648649,+23.22,117.5,94.3,70.2,+.055
Syracuse,13,0.7714285714285715,+22.49,114.9,92.4,64.6,+.032
Louisville,14,0.7142857142857143,+22.26,111.4,89.2,66.8,-.037
North Carolina,15,0.7837837837837838,+22.18,111.8,89.6,70.6,+.064
Washington,16,0.6857142857142857,+21.69,117.7,96.0,69.9,-.099
Florida,17,0.7837837837837838,+20.61,115.8,95.2,62.5,+.038
Illinois,18,0.5882352941176471,+20.14,113.3,93.1,64.8,-.074
West Virginia,19,0.6363636363636364,+20.11,114.9,94.8,62.5,-.018
Arizona,20,0.7894736842105263,+19.65,117.4,97.8,65.3,+.064
Cincinnati,21,0.7428571428571429,+19.41,111.1,91.7,62.6,+.040
Utah St.,22,0.8823529411764706,+19.32,111.2,91.8,62.4,+.033
Belmont,23,0.8571428571428571,+18.48,112.6,94.1,68.4,-.006
George Mason,24,0.7941176470588235,+18.30,114.1,95.8,64.5,+.028
Clemson,25,0.6470588235294118,+18.16,109.6,91.5,63.9,-.087
Marquette,26,0.5945945945945946,+18.14,115.5,97.3,66.2,-.058
Villanova,28,0.6363636363636364,+17.83,114.9,97.0,65.0,-.040
UNLV,29,0.7272727272727273,+17.75,110.6,92.9,66.4,+.003
Michigan,30,0.6,+17.69,112.8,95.1,61.5,-.014
Georgetown,31,0.65625,+17.65,114.2,96.6,63.4,+.048
Kansas St.,32,0.6764705882352942,+17.42,111.1,93.6,66.4,+.010
Vanderbilt,33,0.6764705882352942,+17.33,116.6,99.2,66.1,-.050
Temple,34,0.7647058823529411,+16.84,110.5,93.7,64.2,+.014
Florida St.,35,0.6764705882352942,+16.76,104.5,87.7,66.7,-.017
Butler,36,0.7368421052631579,+16.46,112.3,95.9,63.5,+.033
Gonzaga,37,0.7142857142857143,+16.45,112.1,95.6,66.1,-.007
Xavier,38,0.75,+16.02,112.8,96.8,64.3,+.035
Richmond,39,0.7837837837837838,+16.01,112.6,96.5,62.1,+.052
St. John's,41,0.6363636363636364,+15.87,111.2,95.3,66.0,+.047
Missouri,42,0.6764705882352942,+15.54,113.4,97.8,70.7,-.013
Michigan St.,45,0.5588235294117647,+15.08,109.5,94.4,65.0,+.010
Penn St.,46,0.5588235294117647,+14.88,113.1,98.3,59.4,+.037
Old Dominion,48,0.7941176470588235,+14.66,110.0,95.4,60.4,+.059
Texas A&M,49,0.7272727272727273,+14.62,110.0,95.4,60.9,+.050
UCLA,52,0.6764705882352942,+13.57,108.7,95.1,65.5,+.033
VCU,53,0.7,+13.49,112.0,98.5,65.6,+.021
Oakland,56,0.7142857142857143,+13.31,118.6,105.3,71.1,+.021
USC,57,0.5588235294117647,+13.29,107.9,94.6,61.7,-.050
Tennessee,62,0.5588235294117647,+12.41,108.0,95.6,66.1,-.013
Georgia,63,0.6363636363636364,+12.24,108.2,95.9,63.5,-.003
UAB,65,0.7096774193548387,+11.64,108.8,97.2,61.8,+.025
Princeton,79,0.78125,+9.09,107.2,98.1,62.6,+.091
Wofford,84,0.6176470588235294,+8.17,112.3,104.2,63.2,-.024
Morehead St.,89,0.7142857142857143,+7.01,105.6,98.6,63.4,+.023
Memphis,90,0.7142857142857143,+6.98,104.5,97.6,67.6,+.117
Bucknell,96,0.7352941176470589,+6.57,105.8,99.2,64.5,+.068
Indiana St.,108,0.5882352941176471,+5.45,102.8,97.4,65.0,+.051
LIU Brooklyn,109,0.8181818181818182,+5.43,109.6,104.2,73.3,+.053
Akron,118,0.6388888888888888,+4.09,103.7,99.6,65.9,+.043
Northern Colorado,119,0.65625,+4.05,106.3,102.2,66.6,+.023
UC Santa Barbara,132,0.5625,+3.15,103.7,100.5,64.1,+.002
Saint Peter's,137,0.5882352941176471,+2.73,95.2,92.5,64.1,+.073
UNC Asheville,150,0.5882352941176471,+1.91,101.9,100.0,67.4,-.011
Boston University,170,0.6,-0.50,103.4,103.9,62.6,+.045
Hampton,208,0.7272727272727273,-4.21,94.4,98.7,66.1,+.108
Arkansas Little Rock,215,0.5277777777777778,-4.53,101.1,105.6,64.1,+.032
UTSA,227,0.5882352941176471,-5.32,101.8,107.1,66.7,+.085
